Jugador,Temporada,Equipo,Pos,Edad,Partidos,Minutos,Goles,Asistencias,G+A,Penales,Amarillas,2a Amarillas,Rojas,Tiros,Tiros a puerta,Faltas hechas,Faltas recibidas,Intercepciones,Entradas ganadas,Goles recibidos,Tiros a puerta recibidos,Victorias,Empates,Derrotas,Partidos sin goles,Tiros a puerta parados (%),Penaltis parados (%)
Rodrigo Mendoza,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodrigo Mendoza,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodrigo Mendoza,23/24,Elche,"MF,FW",18.0,23.0,1015.0,1.0,0.0,1.0,,3.0,0.0,0.0,31.0,4.0,26.0,16.0,14.0,9.0,,,,,,,,
Rodrigo Mendoza,24/25,Elche,"MF,FW",19.0,21.0,853.0,1.0,2.0,3.0,,2.0,0.0,0.0,19.0,4.0,15.0,21.0,4.0,11.0,,,,,,,,
Rodrigo Mendoza,25/26,Atlético Madrid,MF,20.0,8.0,434.0,0.0,1.0,1.0,,2.0,0.0,0.0,6.0,2.0,11.0,7.0,0.0,3.0,,,,,,,,
Rodrigo Mendoza,25/26,Elche,"MF,FW",20.0,16.0,794.0,1.0,0.0,1.0,,4.0,0.0,0.0,11.0,2.0,19.0,16.0,5.0,9.0,,,,,,,,
Rodrigo Riquelme,21/22,Mirandés,MF,21.0,35.0,2099.0,7.0,12.0,19.0,,2.0,0.0,0.0,77.0,25.0,26.0,51.0,8.0,16.0,,,,,,,,
Rodrigo Riquelme,22/23,Girona,"MF,FW",22.0,34.0,2179.0,4.0,4.0,8.0,,1.0,0.0,0.0,55.0,22.0,27.0,36.0,12.0,8.0,,,,,,,,
Rodrigo Riquelme,23/24,Atlético Madrid,"MF,DF",23.0,34.0,1528.0,3.0,5.0,8.0,,1.0,0.0,0.0,37.0,16.0,11.0,28.0,9.0,19.0,,,,,,,,
Rodrigo Riquelme,24/25,Atlético Madrid,"MF,DF",24.0,16.0,516.0,0.0,1.0,1.0,,0.0,0.0,0.0,14.0,4.0,8.0,8.0,2.0,5.0,,,,,,,,
Rodrigo Riquelme,25/26,Real Betis,MF,25.0,25.0,821.0,1.0,1.0,2.0,,2.0,0.0,0.0,24.0,7.0,8.0,11.0,5.0,11.0,,,,,,,,
Rodrygo,21/22,Real Madrid,FW,20.0,33.0,1523.0,4.0,4.0,8.0,,4.0,0.0,0.0,34.0,15.0,21.0,29.0,11.0,14.0,,,,,,,,
Rodrygo,22/23,Real Madrid,FW,21.0,34.0,2379.0,9.0,8.0,17.0,,4.0,0.0,0.0,98.0,32.0,18.0,49.0,7.0,10.0,,,,,,,,
Rodrygo,23/24,Real Madrid,FW,22.0,34.0,2380.0,10.0,5.0,15.0,,2.0,0.0,0.0,87.0,36.0,10.0,46.0,8.0,15.0,,,,,,,,
Rodrygo,24/25,Real Madrid,"MF,FW",23.0,30.0,1928.0,6.0,5.0,11.0,,0.0,0.0,0.0,54.0,20.0,8.0,37.0,11.0,13.0,,,,,,,,
Rodrygo,25/26,Real Madrid,"MF,FW",24.0,19.0,684.0,1.0,3.0,4.0,,3.0,0.0,0.0,27.0,11.0,5.0,23.0,3.0,8.0,,,,,,,,
Roger Hinojo,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Roger Hinojo,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Roger Hinojo,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Roger Hinojo,24/25,Espanyol,DF,19.0,1.0,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Roger Hinojo,25/26,Cultural Leonesa,DF,20.0,37.0,3010.0,1.0,1.0,2.0,,6.0,0.0,0.0,19.0,3.0,29.0,16.0,24.0,34.0,,,,,,,,
Ronald Araújo,21/22,Barcelona,DF,22.0,30.0,2272.0,4.0,0.0,4.0,,6.0,0.0,0.0,18.0,10.0,25.0,12.0,23.0,23.0,,,,,,,,
Ronald Araújo,22/23,Barcelona,DF,23.0,22.0,1800.0,0.0,2.0,2.0,,5.0,0.0,1.0,18.0,1.0,16.0,17.0,11.0,18.0,,,,,,,,
Ronald Araújo,23/24,Barcelona,DF,24.0,25.0,1997.0,1.0,2.0,3.0,,6.0,0.0,0.0,23.0,9.0,25.0,9.0,10.0,22.0,,,,,,,,
Ronald Araújo,24/25,Barcelona,DF,25.0,12.0,754.0,1.0,1.0,2.0,,3.0,0.0,0.0,4.0,2.0,9.0,4.0,9.0,9.0,,,,,,,,
Ronald Araújo,25/26,Barcelona,DF,26.0,24.0,1071.0,3.0,0.0,3.0,,2.0,0.0,0.0,12.0,5.0,17.0,3.0,10.0,15.0,,,,,,,,
Roony Bardghji,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Roony Bardghji,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Roony Bardghji,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Roony Bardghji,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Roony Bardghji,25/26,Barcelona,"MF,FW",19.0,21.0,648.0,1.0,1.0,2.0,,0.0,0.0,0.0,22.0,12.0,7.0,8.0,2.0,4.0,,,,,,,,
Ruben Vargas,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruben Vargas,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruben Vargas,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruben Vargas,24/25,Sevilla,"MF,FW",25.0,11.0,671.0,2.0,1.0,3.0,,0.0,0.0,0.0,17.0,5.0,11.0,9.0,2.0,4.0,,,,,,,,
Ruben Vargas,25/26,Sevilla,"MF,FW",26.0,24.0,1594.0,3.0,6.0,9.0,,2.0,0.0,0.0,41.0,8.0,13.0,17.0,7.0,15.0,,,,,,,,
Rubén,21/22,Espanyol,DF,20.0,4.0,150.0,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,,,,,,,,
Rubén,22/23,Espanyol,"MF,DF",21.0,18.0,888.0,0.0,2.0,2.0,,1.0,0.0,0.0,9.0,0.0,18.0,7.0,17.0,16.0,,,,,,,,
Rubén,23/24,Mirandés,DF,22.0,21.0,1595.0,0.0,0.0,0.0,,2.0,0.0,0.0,13.0,1.0,4.0,16.0,22.0,21.0,,,,,,,,
Rubén,23/24,Mirandés,DF,22.0,21.0,1595.0,0.0,0.0,0.0,,2.0,0.0,0.0,13.0,1.0,4.0,16.0,22.0,21.0,,,,,,,,
Rubén,23/24,Espanyol,MF,22.0,5.0,125.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,,,,,,,,
Rubén,23/24,Espanyol,MF,22.0,5.0,125.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,,,,,,,,
Rubén,24/25,Granada,DF,23.0,32.0,1978.0,1.0,1.0,2.0,,2.0,1.0,1.0,12.0,2.0,19.0,21.0,31.0,25.0,,,,,,,,
Rubén,25/26,Espanyol,"DF,MF",24.0,21.0,812.0,0.0,1.0,1.0,,2.0,0.0,0.0,8.0,1.0,11.0,12.0,10.0,10.0,,,,,,,,
Rubén García,21/22,Osasuna,"MF,FW",28.0,37.0,2375.0,1.0,6.0,7.0,,1.0,0.0,0.0,33.0,12.0,35.0,28.0,24.0,27.0,,,,,,,,
Rubén García,22/23,Osasuna,"MF,FW",29.0,29.0,1159.0,2.0,2.0,4.0,,2.0,0.0,0.0,20.0,4.0,14.0,17.0,10.0,11.0,,,,,,,,
Rubén García,23/24,Osasuna,"FW,MF",30.0,30.0,1547.0,3.0,2.0,5.0,,1.0,0.0,0.0,28.0,10.0,24.0,27.0,12.0,18.0,,,,,,,,
Rubén García,24/25,Osasuna,"FW,MF",31.0,36.0,2413.0,5.0,5.0,10.0,,2.0,0.0,0.0,27.0,10.0,36.0,31.0,17.0,31.0,,,,,,,,
Rubén García,25/26,Osasuna,"MF,FW",32.0,35.0,2229.0,2.0,5.0,7.0,,6.0,0.0,0.0,31.0,10.0,36.0,27.0,17.0,31.0,,,,,,,,
Rubén López,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubén López,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubén López,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubén López,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubén López,25/26,Dep. La Coruña,MF,20.0,5.0,78.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,6.0,,,,,,,,
Ryunosuke Sato,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryunosuke Sato,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryunosuke Sato,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryunosuke Sato,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryunosuke Sato,25/26,,,,,,,,,,,,,,,,,,,,,,,,,,
Samu Becerra,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Samu Becerra,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Samu Becerra,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Samu Becerra,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Samu Becerra,25/26,Rayo Vallecano,MF,19.0,3.0,12.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
Santi Comesaña,21/22,Rayo Vallecano,MF,24.0,35.0,2682.0,1.0,2.0,3.0,,12.0,1.0,1.0,32.0,5.0,60.0,56.0,31.0,59.0,,,,,,,,
Santi Comesaña,22/23,Rayo Vallecano,MF,25.0,35.0,2451.0,3.0,2.0,5.0,,6.0,0.0,0.0,25.0,7.0,49.0,28.0,33.0,45.0,,,,,,,,
Santi Comesaña,23/24,Villarreal,MF,26.0,27.0,1653.0,2.0,0.0,2.0,,8.0,1.0,2.0,17.0,7.0,33.0,22.0,22.0,23.0,,,,,,,,
Santi Comesaña,24/25,Villarreal,MF,27.0,35.0,2560.0,4.0,2.0,6.0,,7.0,0.0,0.0,39.0,8.0,37.0,27.0,21.0,49.0,,,,,,,,
Santi Comesaña,25/26,Villarreal,MF,28.0,34.0,2407.0,3.0,6.0,9.0,,5.0,0.0,1.0,27.0,7.0,43.0,28.0,31.0,25.0,,,,,,,,
Santiago Mouriño,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Mouriño,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Mouriño,23/24,Zaragoza,DF,21.0,28.0,2142.0,1.0,0.0,1.0,,9.0,1.0,1.0,17.0,4.0,44.0,43.0,31.0,40.0,,,,,,,,
Santiago Mouriño,24/25,Alavés,DF,22.0,25.0,1849.0,0.0,1.0,1.0,,7.0,0.0,0.0,13.0,4.0,32.0,24.0,27.0,28.0,,,,,,,,
Santiago Mouriño,25/26,Villarreal,DF,23.0,28.0,2377.0,1.0,2.0,3.0,,11.0,1.0,1.0,15.0,3.0,54.0,36.0,29.0,64.0,,,,,,,,
Sebastián Boselli,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastián Boselli,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastián Boselli,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastián Boselli,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastián Boselli,25/26,Getafe,DF,21.0,11.0,380.0,0.0,0.0,0.0,,4.0,0.0,0.0,4.0,1.0,6.0,0.0,0.0,13.0,,,,,,,,
Selton Sánchez,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Selton Sánchez,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Selton Sánchez,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Selton Sánchez,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Selton Sánchez,25/26,Athletic Club,MF,18.0,7.0,196.0,0.0,1.0,1.0,,0.0,0.0,0.0,4.0,1.0,5.0,5.0,1.0,2.0,,,,,,,,
Selu Diallo,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Selu Diallo,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Selu Diallo,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Selu Diallo,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Selu Diallo,25/26,Cultural Leonesa,"MF,FW",21.0,34.0,1646.0,0.0,2.0,2.0,,3.0,0.0,1.0,21.0,5.0,28.0,17.0,11.0,16.0,,,,,,,,
Sergi Canós,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergi Canós,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergi Canós,23/24,Valencia,MF,26.0,27.0,1229.0,1.0,2.0,3.0,,1.0,0.0,0.0,43.0,17.0,17.0,16.0,11.0,13.0,,,,,,,,
Sergi Canós,24/25,Valencia,MF,27.0,17.0,370.0,0.0,1.0,1.0,,3.0,0.0,0.0,11.0,3.0,12.0,6.0,7.0,7.0,,,,,,,,
Sergi Canós,25/26,Valladolid,MF,28.0,21.0,994.0,2.0,1.0,3.0,,3.0,0.0,0.0,28.0,8.0,22.0,10.0,8.0,17.0,,,,,,,,
Sergi Cardona,21/22,Las Palmas,DF,22.0,37.0,3067.0,0.0,1.0,1.0,,10.0,0.0,0.0,20.0,5.0,58.0,63.0,71.0,60.0,,,,,,,,
Sergi Cardona,22/23,Las Palmas,DF,23.0,39.0,3123.0,0.0,2.0,2.0,,11.0,0.0,0.0,19.0,4.0,47.0,50.0,57.0,65.0,,,,,,,,
Sergi Cardona,23/24,Las Palmas,DF,24.0,35.0,2814.0,1.0,2.0,3.0,,11.0,0.0,0.0,26.0,5.0,52.0,59.0,45.0,58.0,,,,,,,,
Sergi Cardona,24/25,Villarreal,DF,25.0,35.0,2945.0,1.0,7.0,8.0,,11.0,0.0,0.0,20.0,6.0,38.0,28.0,41.0,49.0,,,,,,,,
Sergi Cardona,25/26,Villarreal,DF,26.0,31.0,1970.0,1.0,4.0,5.0,,4.0,0.0,0.0,18.0,5.0,28.0,23.0,37.0,31.0,,,,,,,,
Sergio Camello,21/22,Mirandés,FW,20.0,36.0,2884.0,15.0,3.0,18.0,,6.0,0.0,0.0,98.0,46.0,23.0,34.0,10.0,7.0,,,,,,,,
Sergio Camello,22/23,Rayo Vallecano,FW,21.0,38.0,2401.0,6.0,5.0,11.0,,1.0,0.0,0.0,76.0,19.0,12.0,18.0,2.0,9.0,,,,,,,,
Sergio Camello,23/24,Rayo Vallecano,FW,22.0,31.0,1661.0,3.0,1.0,4.0,,3.0,0.0,0.0,34.0,13.0,18.0,11.0,3.0,6.0,,,,,,,,
Sergio Camello,24/25,Rayo Vallecano,FW,23.0,23.0,1134.0,3.0,2.0,5.0,,2.0,0.0,0.0,32.0,9.0,11.0,10.0,4.0,4.0,,,,,,,,
Sergio Camello,25/26,Rayo Vallecano,"FW,MF",24.0,22.0,823.0,5.0,1.0,6.0,,3.0,0.0,1.0,27.0,14.0,8.0,14.0,4.0,8.0,,,,,,,,
Sergio Canales,21/22,Real Betis,MF,30.0,34.0,2791.0,5.0,8.0,13.0,,6.0,0.0,0.0,54.0,25.0,19.0,39.0,10.0,13.0,,,,,,,,
Sergio Canales,22/23,Real Betis,MF,31.0,31.0,2402.0,4.0,3.0,7.0,,4.0,1.0,2.0,38.0,11.0,9.0,29.0,13.0,13.0,,,,,,,,
Sergio Canales,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Canales,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Canales,25/26,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Carreira,21/22,Mirandés,"DF,MF",20.0,38.0,3004.0,1.0,3.0,4.0,,4.0,0.0,0.0,13.0,6.0,17.0,25.0,23.0,23.0,,,,,,,,
Sergio Carreira,22/23,Villarreal B,"DF,MF",21.0,31.0,2207.0,2.0,1.0,3.0,,1.0,0.0,0.0,15.0,2.0,12.0,16.0,10.0,20.0,,,,,,,,
Sergio Carreira,23/24,Elche,"DF,MF",22.0,20.0,1486.0,0.0,1.0,1.0,,1.0,0.0,0.0,4.0,0.0,13.0,14.0,17.0,16.0,,,,,,,,
Sergio Carreira,24/25,Celta Vigo,MF,23.0,23.0,1656.0,0.0,4.0,4.0,,1.0,0.0,0.0,13.0,3.0,19.0,7.0,17.0,17.0,,,,,,,,
Sergio Carreira,25/26,Celta Vigo,MF,24.0,34.0,2694.0,2.0,1.0,3.0,,2.0,0.0,0.0,16.0,7.0,20.0,36.0,27.0,18.0,,,,,,,,
Sergio Gómez,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Gómez,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Gómez,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Gómez,24/25,Real Sociedad,MF,23.0,37.0,2738.0,2.0,5.0,7.0,,4.0,0.0,0.0,18.0,10.0,29.0,16.0,19.0,39.0,,,,,,,,
Sergio Gómez,25/26,Real Sociedad,DF,24.0,35.0,2701.0,0.0,6.0,6.0,,5.0,0.0,1.0,12.0,0.0,45.0,15.0,32.0,53.0,,,,,,,,
Sergio Herrera,21/22,Osasuna,GK,28.0,36.0,3240.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,3.0,48.0,147.0,12.0,10.0,14.0,12.0,67.3,42.9
Sergio Herrera,22/23,Osasuna,GK,29.0,17.0,1530.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,23.0,71.0,5.0,3.0,9.0,3.0,67.6,50.0
Sergio Herrera,23/24,Osasuna,GK,30.0,32.0,2869.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,47.0,132.0,12.0,7.0,13.0,9.0,64.4,100.0
Sergio Herrera,24/25,Osasuna,GK,31.0,37.0,3330.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,52.0,184.0,12.0,15.0,10.0,8.0,71.7,0.0
Sergio Herrera,25/26,Osasuna,GK,32.0,37.0,3284.0,0.0,0.0,0.0,,3.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,47.0,160.0,11.0,9.0,17.0,7.0,70.6,0.0
Sergio Martínez,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Martínez,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Martínez,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Martínez,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Martínez,25/26,Racing Sant,MF,18.0,10.0,386.0,0.0,0.0,0.0,,2.0,0.0,0.0,3.0,1.0,6.0,2.0,5.0,2.0,,,,,,,,
Simon Eriksson,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Eriksson,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Eriksson,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Eriksson,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Eriksson,25/26,Racing Sant,GK,19.0,6.0,540.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,16.0,5.0,1.0,0.0,1.0,62.5,
Stole Dimitrievski,21/22,Rayo Vallecano,GK,27.0,31.0,2772.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,37.0,118.0,11.0,8.0,11.0,9.0,68.6,22.2
Stole Dimitrievski,22/23,Rayo Vallecano,GK,28.0,37.0,3324.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,49.0,140.0,13.0,10.0,14.0,9.0,65.0,0.0
Stole Dimitrievski,23/24,Rayo Vallecano,GK,29.0,37.0,3330.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,47.0,153.0,8.0,14.0,15.0,9.0,69.3,50.0
Stole Dimitrievski,24/25,Valencia,GK,30.0,4.0,360.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,2.0,2.0,0.0,50.0,0.0
Stole Dimitrievski,25/26,Valencia,GK,31.0,20.0,1800.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,25.0,77.0,10.0,3.0,7.0,5.0,67.5,0.0
Suleiman Camara,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Suleiman Camara,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Suleiman Camara,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Suleiman Camara,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Suleiman Camara,25/26,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajon Buchanan,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajon Buchanan,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajon Buchanan,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajon Buchanan,24/25,Villarreal,MF,25.0,13.0,416.0,1.0,2.0,3.0,,2.0,0.0,0.0,7.0,2.0,12.0,20.0,3.0,5.0,,,,,,,,
Tajon Buchanan,25/26,Villarreal,MF,26.0,34.0,1819.0,7.0,1.0,8.0,,8.0,0.0,0.0,27.0,11.0,18.0,36.0,22.0,19.0,,,,,,,,
Takefusa Kubo,21/22,Mallorca,"MF,FW",20.0,28.0,1605.0,1.0,0.0,1.0,,4.0,0.0,0.0,48.0,8.0,16.0,47.0,9.0,19.0,,,,,,,,
Takefusa Kubo,22/23,Real Sociedad,"FW,MF",21.0,35.0,2439.0,9.0,4.0,13.0,,3.0,0.0,0.0,72.0,30.0,35.0,48.0,8.0,28.0,,,,,,,,
Takefusa Kubo,23/24,Real Sociedad,"FW,MF",22.0,30.0,2150.0,7.0,4.0,11.0,,1.0,0.0,0.0,46.0,21.0,22.0,52.0,10.0,16.0,,,,,,,,
Takefusa Kubo,24/25,Real Sociedad,"MF,FW",23.0,36.0,2372.0,5.0,0.0,5.0,,5.0,0.0,0.0,43.0,14.0,21.0,73.0,16.0,19.0,,,,,,,,
Takefusa Kubo,25/26,Real Sociedad,MF,24.0,24.0,1503.0,2.0,4.0,6.0,,2.0,0.0,0.0,28.0,12.0,9.0,51.0,10.0,18.0,,,,,,,,
Tanguy Nianzou,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanguy Nianzou,22/23,Sevilla,DF,20.0,19.0,1366.0,1.0,0.0,1.0,,1.0,0.0,1.0,6.0,1.0,13.0,14.0,14.0,14.0,,,,,,,,
Tanguy Nianzou,23/24,Sevilla,DF,21.0,8.0,318.0,0.0,0.0,0.0,,3.0,0.0,0.0,1.0,0.0,6.0,4.0,3.0,8.0,,,,,,,,
Tanguy Nianzou,24/25,Sevilla,DF,22.0,6.0,518.0,0.0,0.0,0.0,,3.0,1.0,1.0,2.0,0.0,10.0,5.0,7.0,5.0,,,,,,,,
Tanguy Nianzou,25/26,Sevilla,DF,23.0,12.0,655.0,0.0,0.0,0.0,,5.0,0.0,1.0,9.0,0.0,15.0,6.0,4.0,10.0,,,,,,,,
Tani Oluwaseyi,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Tani Oluwaseyi,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Tani Oluwaseyi,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Tani Oluwaseyi,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Tani Oluwaseyi,25/26,Villarreal,FW,25.0,27.0,901.0,2.0,2.0,4.0,,1.0,0.0,0.0,16.0,7.0,11.0,8.0,1.0,5.0,,,,,,,,
Tay Abed,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Tay Abed,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Tay Abed,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Tay Abed,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Tay Abed,25/26,Levante,MF,21.0,7.0,93.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,
Tete Morente,21/22,Elche,MF,24.0,32.0,1632.0,3.0,3.0,6.0,,4.0,0.0,0.0,28.0,8.0,32.0,22.0,12.0,14.0,,,,,,,,
Tete Morente,22/23,Elche,"MF,FW",25.0,32.0,2068.0,4.0,0.0,4.0,,5.0,0.0,0.0,46.0,14.0,32.0,21.0,26.0,21.0,,,,,,,,
Tete Morente,23/24,Elche,MF,26.0,39.0,3241.0,8.0,2.0,10.0,,4.0,0.0,0.0,102.0,29.0,49.0,44.0,37.0,34.0,,,,,,,,
Tete Morente,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Tete Morente,25/26,Elche,MF,28.0,13.0,929.0,1.0,1.0,2.0,,1.0,0.0,0.0,8.0,1.0,20.0,10.0,11.0,11.0,,,,,,,,
Teun Gijselhart,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Teun Gijselhart,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Teun Gijselhart,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Teun Gijselhart,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Teun Gijselhart,25/26,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiago Almada,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiago Almada,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiago Almada,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiago Almada,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiago Almada,25/26,Atlético Madrid,"MF,FW",24.0,27.0,1311.0,3.0,1.0,4.0,,2.0,0.0,1.0,21.0,10.0,13.0,16.0,9.0,18.0,,,,,,,,
Thiago Fernández,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiago Fernández,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiago Fernández,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiago Fernández,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiago Fernández,25/26,Oviedo,"MF,FW",21.0,16.0,817.0,0.0,4.0,4.0,,4.0,0.0,0.0,13.0,5.0,7.0,11.0,5.0,7.0,,,,,,,,
Thiago Pinar,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiago Pinar,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiago Pinar,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiago Pinar,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiago Pinar,25/26,Real Madrid,MF,17.0,10.0,592.0,0.0,2.0,2.0,,2.0,0.0,0.0,6.0,2.0,12.0,7.0,7.0,4.0,,,,,,,,
Thibaut Courtois,21/22,Real Madrid,GK,29.0,36.0,3240.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,29.0,120.0,26.0,7.0,3.0,16.0,75.8,33.3
Thibaut Courtois,22/23,Real Madrid,GK,30.0,31.0,2790.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,29.0,118.0,20.0,5.0,6.0,10.0,75.4,20.0
