Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
485,Diego Rico,es ESP,DF,Real Sociedad,29,1993,20,18,1646,18.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
486,Rodrigo Riquelme,es ESP,"MF,FW",Girona,22,2000,34,25,2179,24.2,4,4,8,4,0,0,1,0,0.17,0.17,0.33,0.17,0.33,Matches
487,Sergi Roberto,es ESP,"DF,MF",Barcelona,30,1992,23,15,1308,14.5,4,1,5,4,0,0,3,0,0.28,0.07,0.34,0.28,0.34,Matches
488,Lucas Robertone,ar ARG,MF,Almería,25,1997,37,34,2843,31.6,2,7,9,2,0,0,7,0,0.06,0.22,0.28,0.06,0.28,Matches
489,Joel Roca,es ESP,FW,Girona,17,2005,5,0,84,0.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
490,Enzo Roco,cl CHI,DF,Elche,29,1992,22,19,1652,18.4,0,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,Matches
491,Rodri,es ESP,MF,Real Betis,22,2000,30,19,1601,17.8,2,3,5,2,0,0,0,0,0.11,0.17,0.28,0.11,0.28,Matches
492,Álvaro Rodríguez,uy URU,FW,Real Madrid,18,2004,6,0,79,0.9,1,1,2,1,0,0,0,0,1.14,1.14,2.28,1.14,2.28,Matches
493,Ángel Rodríguez,es ESP,FW,Mallorca,35,1987,17,2,394,4.4,1,0,1,1,0,0,1,0,0.23,0.00,0.23,0.23,0.23,Matches
494,Óscar Rodríguez Arnaiz,es ESP,MF,Celta Vigo,24,1998,33,19,1775,19.7,2,0,2,2,0,0,6,0,0.10,0.00,0.10,0.10,0.10,Matches
495,Dani Rodríguez,es ESP,MF,Mallorca,34,1988,35,26,2100,23.3,3,6,9,3,0,0,8,0,0.13,0.26,0.39,0.13,0.39,Matches
496,Guido Rodríguez,ar ARG,MF,Real Betis,28,1994,34,33,2872,31.9,1,0,1,1,0,0,8,0,0.03,0.00,0.03,0.03,0.03,Matches
497,Miguel Rodríguez,es ESP,"FW,MF",Celta Vigo,19,2003,7,3,252,2.8,1,1,2,1,0,0,0,0,0.36,0.36,0.71,0.36,0.71,Matches
498,Rodrygo,br BRA,FW,Real Madrid,21,2001,34,25,2379,26.4,9,8,17,8,1,1,4,0,0.34,0.30,0.64,0.30,0.61,Matches
499,Leo Román,es ESP,GK,Mallorca,22,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
500,Iván Romero,es ESP,"FW,MF",Sevilla,21,2001,1,0,11,0.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
501,Oriol Romeu,es ESP,MF,Girona,30,1991,33,33,2950,32.8,2,0,2,2,0,0,10,1,0.06,0.00,0.06,0.06,0.06,Matches
502,Rubén,es ESP,"MF,DF",Espanyol,21,2001,18,9,888,9.9,0,2,2,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,Matches
503,Antonio Rüdiger,de GER,DF,Real Madrid,29,1993,33,26,2415,26.8,1,0,1,1,0,0,1,0,0.04,0.00,0.04,0.04,0.04,Matches
504,Aitor Ruibal,es ESP,"DF,MF",Real Betis,26,1996,26,15,1454,16.2,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
505,Víctor Ruiz,es ESP,DF,Real Betis,33,1989,10,5,560,6.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
506,Gerónimo Rulli,ar ARG,GK,Villarreal,30,1992,14,14,1260,14.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
507,Franco Russo,ar ARG,DF,Mallorca,27,1994,3,2,145,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
508,Youssouf Sabaly,sn SEN,DF,Real Betis,29,1993,23,19,1680,18.7,1,1,2,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,Matches
509,Umar Sadiq,ng NGA,FW,Real Sociedad,25,1997,2,1,82,0.9,1,0,1,1,0,0,0,0,1.10,0.00,1.10,1.10,1.10,Matches
510,Umar Sadiq,ng NGA,FW,Almería,25,1997,3,3,240,2.7,2,0,2,2,0,0,1,0,0.75,0.00,0.75,0.75,0.75,Matches
511,Samuel Sáiz,es ESP,MF,Girona,31,1991,8,1,240,2.7,2,0,2,0,2,2,1,0,0.75,0.00,0.75,0.00,0.00,Matches
512,Kike Salas,es ESP,DF,Sevilla,20,2002,6,4,368,4.1,1,1,2,1,0,0,1,1,0.24,0.24,0.49,0.24,0.49,Matches
513,Salvi,es ESP,MF,Rayo Vallecano,31,1991,24,4,490,5.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
514,Fede San Emeterio,es ESP,MF,Cádiz,25,1997,33,24,1844,20.5,0,1,1,0,0,0,14,0,0.00,0.05,0.05,0.00,0.05,Matches
515,Oihan Sancet,es ESP,MF,Athletic Club,22,2000,36,32,2532,28.1,10,2,12,8,2,2,6,1,0.36,0.07,0.43,0.28,0.36,Matches
516,Antonio Sánchez,es ESP,"MF,DF",Mallorca,25,1997,32,11,1076,12.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
517,Iván Sánchez,es ESP,"MF,FW",Valladolid,29,1992,25,13,1154,12.8,1,1,2,1,0,0,0,0,0.08,0.08,0.16,0.08,0.16,Matches
518,Javi Sánchez,es ESP,DF,Valladolid,25,1997,32,28,2392,26.6,1,0,1,1,0,0,11,0,0.04,0.00,0.04,0.04,0.04,Matches
519,Manu Sánchez,es ESP,DF,Osasuna,21,2000,31,22,2124,23.6,0,2,2,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,Matches
520,Esteban Saveljich,me MNE,DF,Rayo Vallecano,31,1991,1,0,1,0.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
521,Stefan Savić,me MNE,DF,Atlético Madrid,31,1991,22,22,1943,21.6,0,0,0,0,0,0,4,2,0.00,0.00,0.00,0.00,0.00,Matches
522,Haris Seferović,ch SUI,FW,Celta Vigo,30,1992,18,10,887,9.9,3,1,4,3,0,0,3,0,0.30,0.10,0.41,0.30,0.41,Matches
523,Jaime Seoane,es ESP,MF,Getafe,25,1997,16,2,326,3.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
524,David Silva,es ESP,"MF,FW",Real Sociedad,36,1986,28,25,1937,21.5,2,5,7,2,0,0,3,0,0.09,0.23,0.33,0.09,0.33,Matches
525,Rui Silva,pt POR,GK,Real Betis,28,1994,26,26,2340,26.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
526,Simo,es ESP,DF,Espanyol,17,2005,7,0,148,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
527,Unai Simón,es ESP,GK,Athletic Club,25,1997,31,31,2745,30.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
528,Rubén Sobrino,es ESP,"MF,FW",Cádiz,30,1992,33,28,2465,27.4,3,2,5,3,0,0,11,0,0.11,0.07,0.18,0.11,0.18,Matches
529,Alex Sola,es ESP,DF,Real Sociedad,23,1999,10,3,349,3.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
530,Augusto Solari,ar ARG,MF,Celta Vigo,30,1992,12,3,262,2.9,0,1,1,0,0,0,0,0,0.00,0.34,0.34,0.00,0.34,Matches
531,Carlos Soler,es ESP,MF,Valencia,25,1997,3,3,242,2.7,1,0,1,0,1,1,0,0,0.37,0.00,0.37,0.00,0.00,Matches
532,David Soria,es ESP,GK,Getafe,29,1993,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
533,Hugo Sotelo,es ESP,MF,Celta Vigo,18,2003,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
534,Dyego Sousa,pt POR,FW,Almería,32,1989,20,3,527,5.9,0,1,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,Matches
535,Vinicius Souza,br BRA,MF,Espanyol,23,1999,34,27,2428,27.0,1,1,2,1,0,0,10,1,0.04,0.04,0.07,0.04,0.07,Matches
536,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,22,2000,32,20,1705,18.9,4,4,8,4,0,0,4,0,0.21,0.21,0.42,0.21,0.42,Matches
537,Cristhian Stuani,uy URU,FW,Girona,35,1986,32,8,1090,12.1,9,0,9,4,5,6,8,0,0.74,0.00,0.74,0.33,0.33,Matches
538,Damián Suárez,uy URU,"DF,MF",Getafe,34,1988,28,26,1946,21.6,1,1,2,1,0,0,7,0,0.05,0.05,0.09,0.05,0.09,Matches
539,Denis Suárez,es ESP,MF,Espanyol,28,1994,18,11,945,10.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
540,Luis Suárez,co COL,FW,Almería,24,1997,21,18,1490,16.6,4,4,8,4,0,0,4,1,0.24,0.24,0.48,0.24,0.48,Matches
541,Mario Suárez,es ESP,MF,Rayo Vallecano,35,1987,2,0,12,0.1,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
542,Suso,es ESP,"MF,FW",Sevilla,28,1993,25,10,1065,11.8,2,4,6,2,0,0,1,0,0.17,0.34,0.51,0.17,0.51,Matches
543,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,18,2004,4,0,55,0.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
544,Alexander Sørloth,no NOR,FW,Real Sociedad,26,1995,34,28,2386,26.5,12,3,15,12,0,0,4,0,0.45,0.11,0.57,0.45,0.57,Matches
545,Renato Tapia,pe PER,"MF,DF",Celta Vigo,27,1995,28,16,1451,16.1,0,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,Matches
546,Aurélien Tchouaméni,fr FRA,MF,Real Madrid,22,2000,33,24,2119,23.5,0,4,4,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,Matches
547,Alex Telles,br BRA,"DF,MF",Sevilla,29,1992,27,15,1427,15.9,0,2,2,0,0,0,6,0,0.00,0.13,0.13,0.00,0.13,Matches
548,Marc-André ter Stegen,de GER,GK,Barcelona,30,1992,38,38,3347,37.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
549,Ramón Terrats,es ESP,MF,Girona,21,2000,8,2,212,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
550,Ramón Terrats,es ESP,MF,Villarreal,21,2000,16,11,816,9.1,1,1,2,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
551,Raúl de Tomás,es ESP,FW,Rayo Vallecano,27,1994,19,9,805,8.9,4,0,4,3,1,2,2,0,0.45,0.00,0.45,0.34,0.34,Matches
552,Pablo Torre,es ESP,FW,Barcelona,19,2003,8,1,144,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
553,David Torres,es ESP,DF,Valladolid,19,2003,7,2,385,4.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
554,Ferrán Torres,es ESP,FW,Barcelona,22,2000,33,14,1392,15.5,4,2,6,4,0,1,5,1,0.26,0.13,0.39,0.26,0.39,Matches
555,Óliver Torres,es ESP,MF,Sevilla,27,1994,32,27,2137,23.7,3,1,4,3,0,0,2,0,0.13,0.04,0.17,0.13,0.17,Matches
556,Pau Torres,es ESP,DF,Villarreal,25,1997,34,34,3054,33.9,1,0,1,1,0,0,10,0,0.03,0.00,0.03,0.03,0.03,Matches
557,Roberto Torres,es ESP,MF,Osasuna,33,1989,2,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
558,Lucas Torró,es ESP,MF,Osasuna,28,1994,33,31,2477,27.5,1,0,1,1,0,0,10,0,0.04,0.00,0.04,0.04,0.04,Matches
559,Nabil Touaizi,ma MAR,MF,Espanyol,21,2001,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
560,Óscar Trejo,ar ARG,"MF,FW",Rayo Vallecano,34,1988,34,28,2145,23.8,3,4,7,2,1,2,9,0,0.13,0.17,0.29,0.08,0.25,Matches
561,Manu Trigueros,es ESP,MF,Villarreal,30,1991,23,8,828,9.2,0,1,1,0,0,0,2,1,0.00,0.11,0.11,0.00,0.11,Matches
562,Viktor Tsyhankov,ua UKR,MF,Girona,24,1997,19,17,1489,16.5,3,6,9,3,0,0,0,0,0.18,0.36,0.54,0.18,0.54,Matches
563,Beñat Turrientes,es ESP,MF,Real Sociedad,20,2002,6,1,106,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
564,Enes Ünal,tr TUR,FW,Getafe,25,1997,35,35,2970,33.0,14,3,17,9,5,6,6,0,0.42,0.09,0.52,0.27,0.36,Matches
565,Oscar Ureña,do DOM,MF,Girona,19,2003,3,1,100,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
566,Óscar Valentín,es ESP,MF,Rayo Vallecano,27,1994,34,29,2555,28.4,0,0,0,0,0,0,11,0,0.00,0.00,0.00,0.00,0.00,Matches
567,Martin Valjent,sk SVK,DF,Mallorca,26,1995,30,30,2656,29.5,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches
568,Jesús Vallejo,es ESP,DF,Real Madrid,25,1997,1,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
569,Manu Vallejo,es ESP,"MF,FW",Girona,25,1997,7,2,206,2.3,0,1,1,0,0,0,0,0,0.00,0.44,0.44,0.00,0.44,Matches
570,Federico Valverde,uy URU,"MF,FW",Real Madrid,24,1998,34,29,2502,27.8,7,4,11,7,0,0,2,0,0.25,0.14,0.40,0.25,0.40,Matches
571,Jesus Vazquez,es ESP,DF,Valencia,19,2003,10,3,310,3.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
572,Kevin Vázquez,es ESP,"DF,MF",Celta Vigo,29,1993,10,6,441,4.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
573,Lucas Vázquez,es ESP,DF,Real Madrid,31,1991,23,12,1144,12.7,4,1,5,4,0,0,2,0,0.31,0.08,0.39,0.31,0.39,Matches
574,Gabriel Veiga,es ESP,MF,Celta Vigo,20,2002,36,28,2294,25.5,11,4,15,11,0,0,6,1,0.43,0.16,0.59,0.43,0.59,Matches
575,Unai Vencedor Paris,es ESP,MF,Athletic Club,21,2000,10,0,193,2.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
576,Gonzalo Verdú,es ESP,DF,Elche,33,1988,16,9,703,7.8,1,0,1,1,0,0,1,2,0.13,0.00,0.13,0.13,0.13,Matches
577,Mikel Vesga,es ESP,MF,Athletic Club,29,1993,36,28,2575,28.6,3,3,6,1,2,3,5,0,0.10,0.10,0.21,0.03,0.14,Matches
578,Aleix Vidal,es ESP,"MF,FW",Espanyol,32,1989,25,10,1025,11.4,0,3,3,0,0,0,10,1,0.00,0.26,0.26,0.00,0.26,Matches
579,Nacho Vidal,es ESP,DF,Osasuna,27,1995,20,15,1247,13.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
580,Toni Villa,es ESP,MF,Girona,27,1995,24,12,895,9.9,1,3,4,1,0,0,2,0,0.10,0.30,0.40,0.10,0.40,Matches
581,Toni Villa,es ESP,MF,Valladolid,27,1995,2,1,91,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
582,Asier Villalibre,es ESP,FW,Athletic Club,24,1997,5,1,97,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
583,Gonzalo Villar,es ESP,MF,Getafe,24,1998,16,3,457,5.1,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
584,Iván Villar,es ESP,GK,Celta Vigo,25,1997,19,19,1710,19.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
585,Daniel Vivian,es ESP,DF,Athletic Club,23,1999,29,26,2376,26.4,1,0,1,1,0,0,7,1,0.04,0.00,0.04,0.04,0.04,Matches
586,Shon Weissman,il ISR,FW,Valladolid,26,1996,15,6,747,8.3,1,0,1,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,Matches
587,Axel Werner,ar ARG,GK,Elche,26,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
588,Iñaki Williams,gh GHA,"FW,MF",Athletic Club,28,1994,36,34,2836,31.5,10,3,13,9,1,2,2,0,0.32,0.10,0.41,0.29,0.38,Matches
589,Nico Williams,es ESP,MF,Athletic Club,20,2002,36,32,2656,29.5,6,4,10,6,0,0,3,0,0.20,0.14,0.34,0.20,0.34,Matches
590,Axel Witsel,be BEL,"DF,MF",Atlético Madrid,33,1989,33,25,2258,25.1,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
591,Lamine Yamal,es ESP,"FW,MF",Barcelona,15,2007,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
592,Jawad El Yamiq,ma MAR,DF,Valladolid,30,1992,25,19,1608,17.9,1,0,1,1,0,0,1,1,0.06,0.00,0.06,0.06,0.06,Matches
593,Joseba Zaldúa,es ESP,DF,Cádiz,30,1992,10,7,639,7.1,0,1,1,0,0,0,4,0,0.00,0.14,0.14,0.00,0.14,Matches
594,Oier Zarraga,es ESP,MF,Athletic Club,23,1999,26,6,852,9.5,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
595,Igor Zubeldia,es ESP,DF,Real Sociedad,25,1997,31,29,2542,28.2,1,1,2,1,0,0,11,0,0.04,0.04,0.07,0.04,0.07,Matches
596,Martín Zubimendi,es ESP,MF,Real Sociedad,23,1999,36,35,3101,34.5,1,3,4,1,0,0,12,0,0.03,0.09,0.12,0.03,0.12,Matches
